phi,sigma,Id0,Is0,correlation
0.21275239998173934,299.69523150658824,347.9524606255385,582.7817836083073,-0.023790080451405165
0.342171445041457,359.321902914778,341.3959624533161,634.3494250801101,-0.02883676497805974
0.8968620054214731,133.63026647795164,310.7792469837048,571.1846306573563,-0.028956695171903482
0.6563395832225525,100.79508565181725,318.6079137889244,562.226314458948,-0.0298490899542227
0.07376176505938359,267.79088519958486,310.4557854233948,638.83097883086,-0.030597987502236173
0.8768191771500242,331.81614894833285,368.4427296887169,609.3308128639349,-0.03163523327028869
0.8857330644350258,266.7795073820768,339.69127385603593,678.4237852315141,-0.03223495340883132
0.30809564626171326,220.0176499811806,326.8574708371546,656.3162368707566,-0.03367688137584755
0.17735984018028017,307.20282594269463,369.88583073419534,646.2389105280636,-0.03454272583373505
0.5575502764594932,388.78108508960975,373.70819506859414,581.4251712792288,-0.0358659776376176
0.8076081342536864,90.54108854756066,300.14558467093326,685.6282296226834,-0.0367598379848392
0.2752406217393395,0.0103210194649761,343.7210853931827,594.2424444382432,-0.04105801589946176
0.0033755812299670618,122.73121280983933,300.0264892238705,661.3257444403148,-0.041771019101124025
0.737298528548133,73.69690883795997,319.8541431226733,615.4401383091339,-0.042717135359539915
0.05409094697411998,144.917910881909,304.1178745449845,626.188889800779,-0.04324648269485695
0.5358073580032879,334.4299653058761,374.5350432696396,613.2490067352201,-0.044160294774524676
0.531184231024634,295.82022579500074,326.6264603815667,647.5610873176441,-0.04427703765827754
